ID,desc::Transcription,Function_x,Function_y,Content,Distribution,Form,desc::Repetition,desc::Words,desc::Syllables,desc::Duration
D04_08BF55_40,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.33
D04_08BF55_42,eh sì sì,continuer,continuer,mixed,overlap,multiunit,repeated,3,3,0.68
D04_07BF55_130,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.37
D04_08BF55_44,ah sì,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.58
D04_08BF55_46,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.41
D04_08BF55_92,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.58
D04_07BF55_132,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D04_07BF55_136,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.15
D04_08BF55_98,ecco ok,continuer,continuer,lexical,overlap,multiunit,nonrepeated,2,4,1.22
D04_08BF55_112,eh beh immagino,continuer,continuer,mixed,overlap,multiunit,nonrepeated,3,6,1
D04_08BF55_138,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.62
D04_08BF55_158,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.44
D04_07BF55_148,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.13
D04_08BF55_188,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.83
D04_08BF55_202,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.55
D04_08BF55_204,eh lo so,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.6
D04_07BF55_150,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.75
D04_07BF55_154,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.42
D04_08BF55_230,eh lo so,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.55
D04_08BF55_232,eh no,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.39
D04_08BF55_240,eh lo so,continuer,continuer,mixed,silence,multiunit,nonrepeated,2,3,0.48
D05_09BF52_4,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.58
D05_09BF52_6,sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,2,2,0.8
D05_09BF52_78,eh eh,continuer,continuer,nonlexical,overlap,multiunit,repeated,2,2,1.04
D04_08BF55_8,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.29
D04_08BF55_10,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.34
D04_08BF55_12,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D04_08BF55_14,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.31
D05_10BF52_82,eh eh,continuer,continuer,nonlexical,overlap,multiunit,nonrepeated,2,2,0.71
D05_10BF52_96,sì sì sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,4,4,1.08
D04_08BF55_22,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.28
D06_11LF28_2,sì ok,continuer,continuer,lexical,overlap,multiunit,nonrepeated,2,3,1.07
D04_08BF55_38,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.36
D04_08BF55_52,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.33
D06_11LF28_34,ah beh chiaro,continuer,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.95
D06_12LF30_16,sì sì sì,continuer,continuer,lexical,silence,multiunit,repeated,3,3,0.72
D06_12LF30_54,ah ok sì sì a posto,continuer,continuer,mixed,overlap,multiunit,repeated,5,8,0.88
D08_15BM22_8,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.48
D04_08BF55_62,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.36
D08_15BM22_24,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.62
D08_15BM22_34,ah no va beh dai,continuer,continuer,mixed,overlap,multiunit,nonrepeated,4,5,0.71
D08_15BM22_48,eh esatto,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,4,0.65
D04_08BF55_94,ah ok,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,3,0.79
D08_15BM22_56,eh no va beh però,continuer,continuer,mixed,silence,multiunit,nonrepeated,3,6,0.73
D04_08BF55_96,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D04_08BF55_100,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.15
D04_08BF55_102,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D04_08BF55_104,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D08_15BM22_66,va beh dai,continuer,continuer,lexical,overlap,multiunit,nonrepeated,2,3,0.51
D08_16BF22_40,va beh dai,continuer,continuer,lexical,overlap,multiunit,nonrepeated,2,3,0.36
D08_16BF22_56,eh va beh dai,continuer,continuer,mixed,silence,multiunit,nonrepeated,3,4,0.5
D08_16BF22_144,mhmh,continuer,continuer,mixed,silence,multiunit,repeated,3,2,0.41
D11_21BM60_2,mh ah,continuer,continuer,nonlexical,silence,multiunit,nonrepeated,2,2,0.46
D04_08BF55_106,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.43
D11_21BM60_16,eh sì sì,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.61
D11_21BM60_54,sì sì,continuer,continuer,lexical,silence,multiunit,repeated,2,2,0.43
D04_08BF55_108,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.5
D04_08BF55_110,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.49
D04_08BF55_130,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.51
D04_08BF55_136,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.21
D04_08BF55_140,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.61
D11_21BM60_56,sì sì,continuer,continuer,lexical,silence,multiunit,repeated,2,2,0.41
D04_08BF55_142,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.32
D12_23LM30_8,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.77
D04_08BF55_146,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.42
D04_08BF55_148,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.32
D04_08BF55_164,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D12_23LM30_24,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.62
D04_08BF55_170,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D04_08BF55_190,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.46
D12_23LM30_62,eh beh,continuer,continuer,nonlexical,overlap,multiunit,nonrepeated,2,2,0.37
D04_08BF55_192,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.31
D04_08BF55_196,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D04_08BF55_200,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.3
D04_08BF55_210,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.25
D05_09BF52_12,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.37
D12_24LF27_34,ah ho capito,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,5,1.21
D05_09BF52_18,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D12_24LF27_80,eh dai,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.32
D05_09BF52_24,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.12
D05_09BF52_42,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.75
D05_09BF52_44,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.14
D13_25LF23_4,ok,continuer,continuer,lexical,overlap,multiunit,nonrepeated,2,2,0.88
D05_09BF52_46,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D13_25LF23_18,ah ok almeno,continuer,continuer,mixed,overlap,multiunit,nonrepeated,3,6,0.61
D13_25LF23_70,sì sì sì sì sì sì,continuer,continuer,lexical,overlap,multiunit,repeated,6,6,1.44
D13_26BF24_16,eh beh ovviamente,continuer,continuer,mixed,overlap,multiunit,nonrepeated,3,6,1.19
D05_09BF52_58,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.17
D05_09BF52_70,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.39
D05_09BF52_72,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D05_10BF52_2,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.2
D05_10BF52_4,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.24
D05_10BF52_14,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D05_10BF52_18,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.23
D05_10BF52_24,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D05_10BF52_30,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D15_29BF21_4,eh beh,continuer,continuer,nonlexical,overlap,multiunit,nonrepeated,2,2,0.37
D05_10BF52_32,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.2
D15_29BF21_26,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.66
D05_10BF52_34,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D05_10BF52_48,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.24
D05_10BF52_50,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D15_29BF21_34,ah ok,continuer,continuer,mixed,silence,multiunit,nonrepeated,2,3,0.66
D05_10BF52_56,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D05_10BF52_58,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.18
D05_10BF52_60,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D05_10BF52_62,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D15_29BF21_78,ah ok,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.6
D15_29BF21_112,eh beh certo,continuer,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.8
D05_10BF52_64,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.1
D05_10BF52_84,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D15_29BF21_116,ah sì,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.58
D05_10BF52_86,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.22
D05_10BF52_94,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D06_11LF28_18,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.38
D01_01BF47_32,no infatti,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,4,1.43
D06_11LF28_32,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.26
D06_11LF28_38,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D01_01BF47_46,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.48
D06_11LF28_52,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.35
D06_11LF28_54,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.3
D01_02BF47_98,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.52
D01_02BF47_152,sì infatti,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,4,1
D06_11LF28_56,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.27
D06_11LF28_64,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.69
D06_11LF28_72,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.15
D06_12LF30_2,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.33
D06_12LF30_4,certo,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.45
D06_12LF30_6,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.37
D06_12LF30_10,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.22
D06_12LF30_12,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D06_12LF30_14,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D06_12LF30_20,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.38
D01_02BF47_162,eh sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,2,0.47
D06_12LF30_30,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.41
D06_12LF30_34,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.32
D06_12LF30_36,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.6
D06_12LF30_40,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D06_12LF30_48,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D06_12LF30_50,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.49
D06_12LF30_52,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.14
D06_12LF30_56,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D06_12LF30_58,infatti,continuer,continuer,lexical,overlap,simple,nonrepeated,1,3,0.5
D01_02BF47_166,sì sì sì sì infatti,agreement,continuer,lexical,overlap,multiunit,repeated,5,9,1.47
D06_12LF30_60,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D01_02BF47_210,eh sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,2,0.42
D01_02BF47_216,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.52
D08_15BM22_2,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.28
D08_15BM22_4,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.38
D02_03BM59_12,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.44
D08_15BM22_6,ahah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.29
D08_15BM22_12,ahah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.41
D02_03BM59_28,sì beh certo quello,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,6,1.27
D02_03BM59_44,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.53
D08_15BM22_14,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.27
D08_15BM22_16,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.25
D08_15BM22_18,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D08_15BM22_20,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.29
D02_03BM59_124,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.46
D02_04BM56_6,ah sì sì,agreement,continuer,mixed,overlap,multiunit,repeated,3,3,0.81
D02_04BM56_8,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.5
D08_15BM22_22,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.39
D02_04BM56_10,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.33
D02_04BM56_14,sì sì no infatti,agreement,continuer,lexical,overlap,multiunit,repeated,2,6,1.04
D02_04BM56_16,ah sì eh,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,3,0.83
D02_04BM56_24,no no,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.3
D08_15BM22_26,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.28
D02_04BM56_38,no no è vero,agreement,continuer,lexical,overlap,multiunit,repeated,3,5,0.67
D02_04BM56_48,eh beh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.66
D08_15BM22_28,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.27
D02_04BM56_56,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.3
D02_04BM56_58,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.29
D02_04BM56_64,sì sì sì,agreement,continuer,lexical,silence,multiunit,repeated,3,3,0.64
D02_04BM56_72,eh beh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.86
D08_15BM22_32,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.25
D02_04BM56_74,sì sì,agreement,continuer,lexical,silence,multiunit,repeated,2,2,0.9
D08_15BM22_38,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.23
D02_04BM56_76,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.59
D08_15BM22_40,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.19
D02_04BM56_92,eh sì certo,agreement,continuer,mixed,overlap,multiunit,repeated,3,4,1.78
D08_15BM22_44,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.32
D08_15BM22_46,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.26
D02_04BM56_94,sì sì,agreement,continuer,lexical,silence,multiunit,repeated,2,2,0.48
D08_15BM22_52,eh no ovvio,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.6
D02_04BM56_116,no cioè,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,3,0.83
D08_15BM22_58,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D08_15BM22_60,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D08_15BM22_62,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.32
D08_15BM22_72,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D08_15BM22_82,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D08_15BM22_86,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.28
D08_15BM22_88,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.37
D08_15BM22_92,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.23
D08_15BM22_98,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D08_15BM22_102,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.31
D08_15BM22_106,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.35
D02_04BM56_132,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,0.54
D08_15BM22_110,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D08_15BM22_112,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D02_04BM56_138,eh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.83
D08_15BM22_116,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.23
D08_15BM22_120,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.14
D08_16BF22_6,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.53
D08_16BF22_8,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D08_16BF22_16,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.55
D08_16BF22_18,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.14
D02_04BM56_170,no no certo no,agreement,continuer,mixed,overlap,multiunit,repeated,4,5,1.36
D02_04BM56_178,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,1.26
D02_04BM56_188,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,0.67
D02_04BM56_190,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.39
D02_04BM56_194,sì sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,4,4,0.88
D02_04BM56_212,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,0.65
D08_16BF22_24,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.21
D02_04BM56_220,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.56
D02_04BM56_226,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.36
D08_16BF22_34,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.51
D02_04BM56_230,no no,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.41
D02_04BM56_254,eh beh certo certo certo sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,4,9,2.37
D08_16BF22_38,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.14
D02_04BM56_260,no no,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.42
D08_16BF22_42,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.19
D08_16BF22_44,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.28
D02_04BM56_274,sì sì,agreement,continuer,lexical,silence,multiunit,repeated,2,2,0.33
D08_16BF22_46,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.31
D08_16BF22_50,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.17
D08_16BF22_54,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D08_16BF22_58,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.18
D02_04BM56_278,sì beh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.74
D04_07BF55_46,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.33
D04_07BF55_50,sì sì,agreement,continuer,lexical,silence,multiunit,repeated,2,2,0.68
D04_07BF55_76,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.45
D08_16BF22_60,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.17
D08_16BF22_68,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D04_07BF55_146,ah beh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.77
D08_16BF22_76,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.45
D08_16BF22_78,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.35
D04_07BF55_152,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.44
D04_08BF55_4,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.53
D04_08BF55_18,sì sì sì sì sì certo,agreement,continuer,lexical,overlap,multiunit,repeated,6,7,1.44
D04_08BF55_24,sì sì infatti infatti infatti,agreement,continuer,lexical,overlap,multiunit,repeated,5,11,2.2
D04_08BF55_58,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.61
D04_08BF55_118,ah no no,agreement,continuer,mixed,overlap,multiunit,repeated,3,3,0.68
D08_16BF22_80,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.3
D08_16BF22_84,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.33
D04_08BF55_120,ah sì è vero,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,5,1.12
D08_16BF22_86,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.26
D08_16BF22_96,ahah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.32
D08_16BF22_98,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.24
D04_08BF55_122,è vero è vero è vero è vero è vero,agreement,continuer,lexical,overlap,multiunit,repeated,5,15,1.69
D08_16BF22_100,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.34
D04_08BF55_126,no no no per carità,agreement,continuer,lexical,overlap,multiunit,repeated,4,7,1.5
D04_08BF55_134,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.44
D04_08BF55_144,no no no no no no no certo,agreement,continuer,lexical,overlap,multiunit,repeated,8,9,1.89
D04_08BF55_154,esatto esatto,agreement,continuer,lexical,overlap,multiunit,repeated,2,6,1.22
D08_16BF22_106,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.54
D04_08BF55_156,ah beh,agreement,continuer,nonlexical,overlap,multiunit,nonrepeated,2,2,0.37
D08_16BF22_108,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.23
D08_16BF22_116,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.29
D08_16BF22_118,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.38
D04_08BF55_160,sì esatto,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,4,0.99
D08_16BF22_120,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.24
D04_08BF55_208,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.46
D08_16BF22_124,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.13
D08_16BF22_128,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.34
D04_08BF55_212,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.5
D04_08BF55_224,eh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.61
D08_16BF22_132,ahah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.44
D04_08BF55_238,eh beh infatti,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,5,0.85
D04_08BF55_250,sì esatto esatto,agreement,continuer,lexical,overlap,multiunit,repeated,3,7,1.84
D08_16BF22_142,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.46
D05_09BF52_8,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,0.76
D05_09BF52_16,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.36
D05_09BF52_18,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,0.54
D08_16BF22_158,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.36
D08_16BF22_160,ahah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.24
D05_09BF52_28,sì sì,agreement,continuer,lexical,silence,multiunit,repeated,2,2,0.42
D05_09BF52_46,eh sì sì,agreement,continuer,mixed,overlap,multiunit,repeated,3,3,1.42
D05_09BF52_62,ah sì sì sì sì sì,agreement,continuer,mixed,overlap,multiunit,repeated,6,6,1.93
D08_16BF22_162,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.23
D08_16BF22_164,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.46
